tic,label,reobs96_geom,reobs103_geom,reobs96_lc,reobs103_lc,reobs96_tesspoint,max_sector_since94,max_lc_sector_since94
7694663,Junk (J),False,False,False,False,False,,
7718560,Junk (J),False,False,False,False,False,,
7778831,Junk (J),False,False,False,False,False,,
7799220,Junk (J),False,False,False,False,False,,
7896398,Junk (J),False,False,False,False,False,,
7901466,Junk (J),False,False,False,False,False,,
7904580,Planet (P),False,True,False,True,False,99.0,99.0
7908480,Junk (J),False,True,False,True,False,99.0,99.0
7976072,Planet (P),False,True,False,True,False,99.0,99.0
8005485,Planet (P),False,False,False,False,False,,
8158792,Junk (J),False,False,False,False,False,,
8246561,Junk (J),False,False,False,False,False,,
8260536,Planet (P),False,False,False,False,False,,
8293948,Junk (J),False,False,False,False,False,,
8348911,Planet (P),False,False,False,False,False,,
8400842,Planet (P),False,False,False,False,False,,
8416274,Planet (P),False,False,False,False,False,,
8516795,Planet (P),False,False,False,False,False,,
8599009,Planet (P),False,False,False,False,False,,
8621049,Planet (P),False,False,False,False,False,,
8677530,Planet (P),False,False,False,False,False,,
8677665,EB,False,False,False,False,False,,
8767448,Planet (P),False,False,False,False,False,,
8853478,Planet (P),False,False,False,False,False,,
8885307,Junk (J),False,False,False,False,False,,
8967242,Planet (P),False,False,False,False,False,,
8988289,EB,False,False,False,False,False,,
8995204,Planet (P),True,True,True,True,True,96.0,96.0
9006668,Planet (P),True,True,True,True,True,96.0,96.0
9030119,Planet (P),False,False,False,False,False,,
9032368,Planet (P),True,True,True,True,True,96.0,96.0
9033144,Planet (P),True,True,True,True,True,96.0,96.0
9037655,Junk (J),False,False,False,False,False,,
9100874,Planet (P),True,True,True,True,True,96.0,96.0
9102327,Planet (P),True,True,True,True,True,96.0,96.0
9134886,Planet (P),False,False,False,False,False,,
9136777,Planet (P),False,False,False,False,False,,
9151337,Planet (P),False,False,False,False,False,,
9155187,Planet (P),False,False,False,False,False,,
9166136,Planet (P),True,True,True,True,True,96.0,96.0
9216075,Planet (P),True,True,True,True,True,96.0,96.0
9297696,Junk (J),False,False,False,False,False,,
9344899,Planet (P),False,True,False,True,False,98.0,98.0
9346507,Planet (P),False,False,False,False,False,,
9347168,Junk (J),False,False,False,False,False,,
9348006,Planet (P),False,False,False,False,False,,
9376973,Planet (P),False,False,False,False,False,,
9385460,Planet (P),False,True,False,True,False,101.0,101.0
9392421,Planet (P),False,False,False,False,False,,
9429099,EB,False,False,False,False,False,,
9430013,Junk (J),False,False,False,False,False,,
9441591,Planet (P),False,False,False,False,False,,
9443323,Planet (P),False,False,False,False,False,,
9464597,Junk (J),False,False,False,False,False,,
9487597,Junk (J),False,False,False,False,False,,
9569058,Junk (J),False,False,False,False,False,,
9569332,Junk (J),False,False,False,False,False,,
9588485,EB,False,False,False,False,False,,
9589146,Junk (J),False,False,False,False,False,,
9700800,Junk (J),False,False,False,False,False,,
9701368,Planet (P),False,False,False,False,False,,
9705109,Junk (J),False,False,False,False,False,,
9707944,Planet (P),False,False,False,False,False,,
9725627,Planet (P),False,False,False,False,False,,
9727392,Planet (P),False,False,False,False,False,,
9803255,Junk (J),False,False,False,False,False,,
9825575,Junk (J),False,False,False,False,False,,
9828416,Planet (P),False,False,False,False,False,,
9830791,Planet (P),False,False,False,False,False,,
9833284,Planet (P),False,False,False,False,False,,
9837861,Planet (P),False,False,False,False,False,,
9858404,Planet (P),False,False,False,False,False,,
9890080,EB,False,False,False,False,False,,
9907513,Planet (P),False,False,False,False,False,,
9989136,Planet (P),False,False,False,False,False,,
10024403,EB,False,False,False,False,False,,
10150705,EB,False,False,False,False,False,,
10181958,Junk (J),False,False,False,False,False,,
10202783,Junk (J),False,False,False,False,False,,
10289027,Junk (J),False,False,False,False,False,,
10289988,Junk (J),False,False,False,False,False,,
10359611,Junk (J),False,False,False,False,False,,
10469071,Junk (J),False,False,False,False,False,,
10471162,Junk (J),False,False,False,False,False,,
10492953,Junk (J),False,False,False,False,False,,
10507330,Planet (P),False,False,False,False,False,,
10584477,Junk (J),False,False,False,False,False,,
10584601,Junk (J),False,False,False,False,False,,
10584805,Junk (J),False,False,False,False,False,,
10593553,Planet (P),False,False,False,False,False,,
10666479,Junk (J),False,False,False,False,False,,
10697190,EB,False,False,False,False,False,,
10747908,Junk (J),False,False,False,False,False,,
10792081,Planet (P),False,False,False,False,False,,
10827386,Planet (P),False,False,False,False,False,,
10837041,Planet (P),False,True,False,True,False,97.0,97.0
10861742,Junk (J),False,False,False,False,False,,
10974783,Junk (J),False,False,False,False,False,,
11034516,Planet (P),False,False,False,False,False,,
11111899,EB,False,False,False,False,False,,
11117282,Junk (J),False,False,False,False,False,,
11152819,Junk (J),False,False,False,False,False,,
11238400,Junk (J),False,False,False,False,False,,
11417087,Planet (P),False,True,False,True,False,99.0,99.0
11433771,Junk (J),False,False,False,False,False,,
11469974,EB,False,False,False,False,False,,
11518297,Junk (J),False,True,False,True,False,97.0,97.0
11521555,Planet (P),False,True,False,True,False,99.0,99.0
11568464,Junk (J),False,True,False,True,False,97.0,97.0
11630946,Junk (J),False,False,False,False,False,,
11696250,Junk (J),False,False,False,False,False,,
11710681,Junk (J),False,False,False,False,False,,
11799872,Planet (P),False,False,False,False,False,,
11894726,Planet (P),False,False,False,False,False,,
11927677,Planet (P),False,True,False,True,False,99.0,99.0
11936042,Planet (P),False,True,False,True,False,99.0,99.0
11996814,Planet (P),False,False,False,False,False,,
12018859,Junk (J),False,False,False,False,False,,
12036590,Planet (P),False,False,False,False,False,,
12061971,Planet (P),False,True,False,True,False,99.0,99.0
12099680,Junk (J),False,False,False,False,False,,
12421862,Planet (P),True,True,True,True,True,96.0,96.0
12423815,Planet (P),True,True,True,True,True,96.0,96.0
12472275,Junk (J),True,True,True,True,True,96.0,96.0
12522245,Junk (J),False,False,False,False,False,,
12549705,Junk (J),False,False,False,False,False,,
12670497,Junk (J),False,False,False,False,False,,
12675678,Junk (J),False,False,False,False,False,,
12689403,Junk (J),False,False,False,False,False,,
12819186,Junk (J),False,False,False,False,False,,
12842160,Junk (J),False,False,False,False,False,,
12862099,Planet (P),False,False,False,False,False,,
12903790,Junk (J),False,False,False,False,False,,
12912584,EB,False,False,False,False,False,,
12938488,Planet (P),False,False,False,False,False,,
12980264,Planet (P),False,False,False,False,False,,
13003355,Junk (J),False,False,False,False,False,,
13021029,Planet (P),False,True,False,True,False,98.0,98.0
13023378,Planet (P),True,True,True,True,True,96.0,96.0
13023738,EB,True,True,True,True,True,96.0,96.0
13081436,Junk (J),False,False,False,False,False,,
13088033,Junk (J),False,False,False,False,False,,
13129167,Junk (J),False,False,False,False,False,,
13137970,Junk (J),False,False,False,False,False,,
13339693,Junk (J),False,False,False,False,False,,
13349647,Planet (P),False,True,False,True,False,99.0,99.0
13351941,EB,False,False,False,False,False,,
13419950,Planet (P),False,False,False,False,False,,
13424053,Planet (P),False,False,False,False,False,,
13499636,Planet (P),False,False,False,False,False,,
13533330,Planet (P),False,False,False,False,False,,
13543144,Junk (J),False,False,False,False,False,,
13574009,Planet (P),False,False,False,False,False,,
13617136,Junk (J),False,False,False,False,False,,
13684720,Planet (P),False,False,False,False,False,,
13737885,Planet (P),False,True,False,True,False,99.0,99.0
13766938,Junk (J),False,False,False,False,False,,
13783616,Junk (J),False,False,False,False,False,,
13828577,EB,False,False,False,False,False,,
13877944,Junk (J),False,False,False,False,False,,
13883872,Planet (P),False,True,False,True,False,98.0,98.0
13886250,Junk (J),False,False,False,False,False,,
13961554,Planet (P),False,False,False,False,False,,
13998870,Junk (J),False,False,False,False,False,,
14029793,Planet (P),False,True,False,True,False,98.0,98.0
14081258,Junk (J),False,True,False,True,False,98.0,98.0
14091633,Planet (P),False,True,False,True,False,98.0,98.0
14091704,Planet (P),False,True,False,True,False,98.0,98.0
14098623,Junk (J),False,False,False,False,False,,
14156936,Planet (P),False,False,False,False,False,,
14165625,Planet (P),False,True,False,True,False,98.0,98.0
14203588,Planet (P),False,False,False,False,False,,
14209654,Junk (J),False,False,False,False,False,,
14211160,Junk (J),False,False,False,False,False,,
14292338,EB,False,False,False,False,False,,
14336130,Planet (P),False,False,False,False,False,,
14344979,Planet (P),False,False,False,False,False,,
14408447,Junk (J),False,False,False,False,False,,
14413057,EB,False,False,False,False,False,,
14435301,Planet (P),False,False,False,False,False,,
14440334,Planet (P),False,False,False,False,False,,
14474806,EB,False,True,False,True,False,103.0,103.0
14532016,EB,False,False,False,False,False,,
14570099,Planet (P),False,False,False,False,False,,
14570132,Planet (P),False,False,False,False,False,,
14614418,Planet (P),False,True,False,True,False,101.0,101.0
14661418,Planet (P),False,True,False,True,False,101.0,101.0
14709225,Planet (P),False,False,False,False,False,,
14715294,Planet (P),False,True,False,True,False,101.0,101.0
14739172,Junk (J),False,False,False,False,False,,
14742096,Planet (P),False,False,False,False,False,,
14744387,EB,False,False,False,False,False,,
14767026,Planet (P),False,False,False,False,False,,
14770122,Planet (P),False,False,False,False,False,,
14948284,EB,False,False,False,False,False,,
14956304,Planet (P),False,False,False,False,False,,
14962502,Junk (J),False,False,False,False,False,,
15075501,Junk (J),False,False,False,False,False,,
15129024,EB,False,False,False,False,False,,
15177117,EB,False,False,False,False,False,,
15201393,Junk (J),False,False,False,False,False,,
15247229,EB,False,False,False,False,False,,
15255109,Junk (J),False,False,False,False,False,,
15421076,EB,False,False,False,False,False,,
15445551,Planet (P),False,True,False,True,False,101.0,101.0
15460993,Planet (P),False,False,False,False,False,,
15554195,Junk (J),False,False,False,False,False,,
15565627,EB,False,False,False,False,False,,
15654898,Planet (P),False,False,False,False,False,,
15682927,Planet (P),False,False,False,False,False,,
15692883,Planet (P),False,False,False,False,False,,
15738975,EB,False,False,False,False,False,,
15739979,EB,False,False,False,False,False,,
15827263,EB,False,False,False,False,False,,
15863518,Planet (P),False,False,False,False,False,,
15985881,Junk (J),False,False,False,False,False,,
16005254,Planet (P),False,False,False,False,False,,
16076354,Planet (P),False,False,False,False,False,,
16102323,EB,False,False,False,False,False,,
16147810,Junk (J),False,False,False,False,False,,
16160677,EB,False,False,False,False,False,,
16187321,Planet (P),False,False,False,False,False,,
16198755,Junk (J),False,False,False,False,False,,
16264917,Planet (P),False,True,False,True,False,103.0,103.0
16288184,Planet (P),False,False,False,False,False,,
16407290,Junk (J),False,False,False,False,False,,
16538820,Planet (P),False,False,False,False,False,,
16540137,Junk (J),False,False,False,False,False,,
16550540,Planet (P),False,False,False,False,False,,
16552586,Planet (P),False,False,False,False,False,,
16617137,Junk (J),False,False,False,False,False,,
16617325,Junk (J),False,False,False,False,False,,
16622804,EB,False,False,False,False,False,,
16740101,Planet (P),False,False,False,False,False,,
16740548,Planet (P),False,False,False,False,False,,
16743192,EB,False,False,False,False,False,,
16776356,Planet (P),False,False,False,False,False,,
16805617,EB,False,False,False,False,False,,
16832823,EB,False,False,False,False,False,,
16880354,Junk (J),False,False,False,False,False,,
16884216,Planet (P),False,False,False,False,False,,
16920150,Planet (P),False,False,False,False,False,,
17005768,EB,False,False,False,False,False,,
17020876,EB,False,False,False,False,False,,
17122808,Planet (P),False,False,False,False,False,,
17129975,Planet (P),False,False,False,False,False,,
17150865,Planet (P),False,False,False,False,False,,
17151178,EB,False,False,False,False,False,,
17192858,Junk (J),False,False,False,False,False,,
17307715,Planet (P),False,False,False,False,False,,
17375136,EB,False,False,False,False,False,,
17385917,Planet (P),False,False,False,False,False,,
17409453,Planet (P),False,False,False,False,False,,
17448731,Junk (J),False,False,False,False,False,,
17457400,Planet (P),False,False,False,False,False,,
17538423,Planet (P),False,False,False,False,False,,
17555760,Planet (P),False,False,False,False,False,,
17652022,Planet (P),False,False,False,False,False,,
17655496,Junk (J),False,False,False,False,False,,
17666878,Junk (J),False,False,False,False,False,,
17683158,Planet (P),False,True,False,True,False,99.0,99.0
17746821,Planet (P),False,False,False,False,False,,
17762630,Junk (J),False,True,False,True,False,99.0,99.0
17865622,Planet (P),False,False,False,False,False,,
17896514,Planet (P),False,True,False,True,False,99.0,99.0
17932757,Planet (P),False,False,False,False,False,,
17972582,EB,False,True,False,True,False,103.0,103.0
17993892,Planet (P),False,False,False,False,False,,
18017227,Planet (P),False,False,False,False,False,,
18019350,Planet (P),False,False,False,False,False,,
18020108,Junk (J),False,False,False,False,False,,
18021087,Planet (P),False,False,False,False,False,,
18028547,EB,False,False,False,False,False,,
18066460,Junk (J),False,False,False,False,False,,
18067025,Planet (P),False,False,False,False,False,,
18232709,Junk (J),False,False,False,False,False,,
18270000,Junk (J),False,False,False,False,False,,
18310799,Planet (P),False,False,False,False,False,,
18318288,Planet (P),False,False,False,False,False,,
18344886,Junk (J),False,True,False,True,False,99.0,99.0
18373995,Planet (P),False,False,False,False,False,,
18381745,Junk (J),False,False,False,False,False,,
18533257,Junk (J),False,False,False,False,False,,
18536911,Junk (J),False,False,False,False,False,,
18574158,Planet (P),False,False,False,False,False,,
18634237,Junk (J),False,False,False,False,False,,
18634549,Junk (J),False,False,False,False,False,,
18794442,Planet (P),False,True,False,True,False,99.0,99.0
18795429,Planet (P),False,True,False,True,False,99.0,99.0
18907019,EB,False,False,False,False,False,,
18908649,Junk (J),False,False,False,False,False,,
19025965,Planet (P),False,False,False,False,False,,
19028197,Planet (P),False,False,False,False,False,,
19117967,Planet (P),False,False,False,False,False,,
19155785,EB,False,False,False,False,False,,
19283982,EB,False,True,False,True,False,103.0,103.0
19342878,Planet (P),False,True,False,True,False,99.0,99.0
19386010,EB,False,True,False,True,False,99.0,99.0
19447218,Planet (P),False,True,False,True,False,99.0,99.0
19451711,Planet (P),False,True,False,True,False,99.0,99.0
19519368,Planet (P),False,True,False,True,False,99.0,99.0
19547831,Planet (P),False,True,False,True,False,99.0,99.0
19560484,Planet (P),False,False,False,False,False,,
19612445,Planet (P),False,True,False,True,False,99.0,99.0
19684256,Planet (P),False,True,False,True,False,99.0,99.0
19686666,EB,False,True,False,True,False,99.0,99.0
20069685,Planet (P),False,True,False,True,False,98.0,98.0
20092641,Junk (J),False,True,False,False,False,98.0,
20096620,Planet (P),False,False,False,False,False,,
20178111,EB,False,True,False,True,False,98.0,98.0
20182165,Planet (P),False,False,False,False,False,,
20182780,Planet (P),False,False,False,False,False,,
20203297,Planet (P),False,False,False,False,False,,
20239565,EB,False,False,False,False,False,,
20299658,Planet (P),False,True,False,True,False,98.0,98.0
20303110,Planet (P),False,False,False,False,False,,
20318757,Planet (P),False,True,False,True,False,100.0,100.0
20354398,Junk (J),False,False,False,False,False,,
20355983,Junk (J),False,False,False,False,False,,
20375215,Planet (P),False,True,False,True,False,100.0,100.0
20429362,Junk (J),False,False,False,False,False,,
20436558,EB,False,False,False,False,False,,
20526383,Junk (J),False,False,False,False,False,,
20579360,Planet (P),False,False,False,False,False,,
20627517,EB,False,True,False,True,False,103.0,103.0
20771438,Junk (J),False,False,False,False,False,,
20892672,EB,False,False,False,False,False,,
20897611,Planet (P),True,True,True,True,True,96.0,96.0
20925093,Junk (J),False,False,False,False,False,,
20966851,Junk (J),False,False,False,False,False,,
20988926,Planet (P),False,False,False,False,False,,
21018963,Junk (J),False,False,False,False,False,,
21031484,Junk (J),False,False,False,False,False,,
21035365,Planet (P),False,False,False,False,False,,
21070451,Junk (J),False,False,False,False,False,,
21100418,Junk (J),False,False,False,False,False,,
21101556,Planet (P),False,False,False,False,False,,
21109090,EB,False,True,False,True,False,101.0,101.0
21113347,Planet (P),False,True,False,True,False,101.0,101.0
21119973,Planet (P),False,False,False,False,False,,
21124756,Junk (J),False,False,False,False,False,,
21128115,Junk (J),False,False,False,False,False,,
21128990,Junk (J),False,False,False,False,False,,
21130820,Planet (P),False,False,False,False,False,,
21132157,Planet (P),False,False,False,False,False,,
21133246,Junk (J),False,False,False,False,False,,
21147991,Junk (J),False,False,False,False,False,,
21150324,Junk (J),False,False,False,False,False,,
21161995,Junk (J),False,False,False,False,False,,
21174957,Junk (J),False,False,False,False,False,,
21190015,Junk (J),False,False,False,False,False,,
21227177,Junk (J),False,False,False,False,False,,
21249791,EB,False,False,False,False,False,,
21253918,EB,False,False,False,False,False,,
21256115,Junk (J),False,False,False,False,False,,
21278113,Junk (J),False,False,False,False,False,,
21279791,Planet (P),False,False,False,False,False,,
21291176,Planet (P),False,False,False,False,False,,
21380220,EB,False,False,False,False,False,,
21439835,Junk (J),False,False,False,False,False,,
21505121,Planet (P),False,True,False,True,False,98.0,98.0
21535395,Planet (P),False,False,False,False,False,,
21546574,Junk (J),False,False,False,False,False,,
21549805,Planet (P),False,False,False,False,False,,
21611656,EB,False,False,False,False,False,,
21613886,Junk (J),False,False,False,False,False,,
21614020,Junk (J),False,False,False,False,False,,
21681683,EB,False,False,False,False,False,,
21686198,Junk (J),False,False,False,False,False,,
21720215,Planet (P),False,False,False,False,False,,
21729546,Junk (J),False,True,False,True,False,98.0,98.0
21744120,Planet (P),False,False,False,False,False,,
21747057,Planet (P),False,True,False,True,False,98.0,98.0
21751852,Junk (J),False,False,False,False,False,,
21755546,EB,False,False,False,False,False,,
21780369,EB,False,False,False,False,False,,
21787625,Junk (J),False,False,False,False,False,,
21831633,Junk (J),False,False,False,False,False,,
21832928,Planet (P),False,False,False,False,False,,
21834174,Junk (J),False,False,False,False,False,,
21834175,Junk (J),False,False,False,False,False,,
21861843,Junk (J),False,False,False,False,False,,
21883641,EB,False,False,False,False,False,,
21957860,Junk (J),False,False,False,False,False,,
21959828,Junk (J),False,False,False,False,False,,
21961838,Junk (J),False,False,False,False,False,,
21979028,EB,False,False,False,False,False,,
21983001,Junk (J),False,False,False,False,False,,
21995336,Junk (J),False,False,False,False,False,,
21997420,Planet (P),False,False,False,False,False,,
22007100,Junk (J),False,False,False,False,False,,
22008426,Junk (J),False,False,False,False,False,,
22020459,EB,False,True,False,True,False,99.0,99.0
22037621,Junk (J),False,False,False,False,False,,
22038430,Planet (P),False,False,False,False,False,,
22069559,Planet (P),False,False,False,False,False,,
22076175,Junk (J),False,False,False,False,False,,
22089473,Junk (J),False,False,False,False,False,,
22098070,Junk (J),False,False,False,False,False,,
22121296,Planet (P),False,True,False,True,False,99.0,99.0
22129510,Junk (J),False,False,False,False,False,,
22133127,Junk (J),False,False,False,False,False,,
22186226,Planet (P),False,False,False,False,False,,
22221375,Planet (P),False,True,False,True,False,100.0,100.0
22233480,Planet (P),False,False,False,False,False,,
22290369,Junk (J),False,False,False,False,False,,
22306932,EB,False,False,False,False,False,,
22327935,EB,False,True,False,True,False,101.0,101.0
22384839,Planet (P),False,True,False,True,False,101.0,101.0
22403404,EB,False,False,False,False,False,,
22452837,Planet (P),False,True,False,True,False,101.0,101.0
22461871,EB,False,False,False,False,False,,
22486158,Junk (J),False,False,False,False,False,,
22493917,EB,False,False,False,False,False,,
22495872,EB,False,False,False,False,False,,
22495977,EB,False,False,False,False,False,,
22518578,Junk (J),False,False,False,False,False,,
22529346,Planet (P),False,False,False,False,False,,
22560356,Planet (P),False,True,False,True,False,101.0,101.0
22576749,Junk (J),False,False,False,False,True,,
22683951,Planet (P),False,False,False,False,False,,
22688236,Junk (J),False,False,False,False,True,,
22705558,Planet (P),False,False,False,False,False,,
22706283,Junk (J),False,False,False,False,False,,
22712134,Planet (P),False,False,False,False,False,,
22740615,Planet (P),False,False,False,False,False,,
22765098,Junk (J),False,False,False,False,False,,
22787333,EB,False,False,False,False,False,,
22787334,EB,False,False,False,False,False,,
22812287,Junk (J),False,False,False,False,False,,
22874933,Junk (J),False,False,False,False,False,,
22884808,Junk (J),False,False,False,False,True,,
22903436,Planet (P),False,False,False,False,False,,
22972676,Planet (P),False,False,False,False,False,,
22976756,EB,False,False,False,False,False,,
22995632,EB,False,False,False,False,False,,
22996168,Junk (J),False,False,False,False,False,,
23170835,Planet (P),False,False,False,False,False,,
23179035,Planet (P),False,False,False,False,False,,
23205275,EB,False,False,False,False,False,,
23213390,EB,False,False,False,False,False,,
23215535,EB,False,False,False,False,False,,
23221002,Junk (J),False,False,False,False,False,,
23229472,Junk (J),False,False,False,False,False,,
23229805,Planet (P),False,False,False,False,False,,
23331223,Junk (J),False,False,False,False,False,,
23395197,Junk (J),False,False,False,False,False,,
23399041,EB,False,False,False,False,False,,
23400176,Junk (J),False,False,False,False,True,,
23434737,Planet (P),False,True,False,True,False,100.0,100.0
23435610,Planet (P),False,True,False,True,False,100.0,100.0
23491633,EB,False,False,False,False,False,,
23497144,Junk (J),False,False,False,False,True,,
23596608,Junk (J),False,False,False,False,True,,
23599738,Junk (J),False,False,False,False,True,,
23638678,Planet (P),False,False,False,False,False,,
23650642,EB,False,False,False,False,False,,
23708646,Junk (J),False,False,False,False,False,,
23725901,Planet (P),False,False,False,False,False,,
23753424,Junk (J),False,False,False,False,False,,
23769326,Planet (P),False,False,False,False,False,,
23769815,Junk (J),False,False,False,False,False,,
23814735,Planet (P),False,False,False,False,False,,
23815847,Planet (P),False,False,False,False,False,,
23818924,Junk (J),False,False,False,False,True,,
23826331,EB,False,False,False,False,False,,
23863105,Planet (P),False,False,False,False,False,,
23863106,Junk (J),False,False,False,False,False,,
